Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content
139,中州学刊•观点 |丁声俊•中美经贸摩擦背景下确保国家粮食安全的理性应对,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571412&idx=1&sn=6cdfa9768b0866a3f4fc8c667a314c3e&chksm=84917a1ab3e6f30c25d0eb60be375c6160431646324b1e3ddd6a80cbf6103a3deaaa3c31188a#rd,1,2020-3-18,0.0,1.0,1.0,0.0,,,,
140,中州学刊•目录 | 2020年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571395&idx=1&sn=a3c40311ebeeb6caeeb28329e8525213&chksm=84917a0db3e6f31b6f9df2168a8bb8062854c5ce9bf9f41d833af56e155ec4138b10932f1113#rd,1,2020-3-2,0.0,1.0,1.0,0.0,,,,
141,中州学刊•观点 |孙佑海•从反思到重塑：国家治理现代化视域下的生态文明法律体系,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571390&idx=1&sn=cbef5c71e070ff08bb7099a1d35056bb&chksm=84917a70b3e6f366f40f9ccf34d12bc784da7c399dffced1b0440cd9ae29a0354ed45ff3a2df#rd,1,2020-1-1,0.0,1.0,1.0,0.0,,,,
142,中州学刊•观点 |蒋和平等•新时期中国粮食安全保障的隐患与解决建议,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571384&idx=1&sn=2b8b10a991e2a48e6fad98ca5bdf595c&chksm=84917a76b3e6f360a47b809680a89925d6291a3c03f1a9d158e6793b9fa72b68226fe14e2f5c#rd,1,2019-12-31,0.0,1.0,1.0,0.0,,,,
143,中州学刊•观点 |郑风田  普蓂喆•反思政策性粮食储备体系：目标分解与制度重构,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571373&idx=1&sn=409744bc7874c096517e46b193a6cc03&chksm=84917a63b3e6f375ccf2fe0e306fb7a46cb12b7024be62d87b3cf6be56a24531656198c549dd#rd,1,2019-12-30,0.0,1.0,1.0,0.0,,,,
144,中州学刊•发布| 《中州学刊》2020年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571366&idx=1&sn=7ac3724eedd7e17d86f115370a5cc52c&chksm=84917a68b3e6f37e357d5b22f1831ba6c16335e5927865b81af69dc8b432b34d970cc9790c63#rd,1,2019-12-27,0.0,1.0,1.0,0.0,,,,
145,中州学刊•目录 | 2019年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571358&idx=1&sn=45a1e7c6ea30d16ad7d2b2e6b3e808d0&chksm=84917a50b3e6f34667dc3ed355df6017e8d0430f86b6af99258d649f56aa2b86beeeffdeba2f#rd,1,2019-12-26,0.0,1.0,1.0,0.0,,,,
146,中州学刊•目录 | 2019年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571353&idx=1&sn=5edb08a59e625d5761381931626265d8&chksm=84917a57b3e6f341e18e7d16fb2ed87b9492d105f800a25614e34d26fa78cb16bcc0c4bd7de0#rd,1,2019-12-3,0.0,1.0,1.0,0.0,,,,
147,中州学刊•目录 | 2019年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571347&idx=1&sn=9f1f6e08003c84a026676218f2535603&chksm=84917a5db3e6f34bf2db98088c14ff600961fb23eadacc92be525f0659a489ebd33713f715c9#rd,1,2019-10-25,0.0,1.0,1.0,0.0,,,,
148,中州学刊•目录 | 2019年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571342&idx=1&sn=0c2bdf3269d0d74e1c081e50ac6acc47&chksm=84917a40b3e6f35661b962577801324fc463e1237c04e08a92aae4765fad9fec5075dfc0560d#rd,1,2019-9-21,0.0,1.0,1.0,0.0,,,,
149,中州学刊•观点 |李建华  江梓豪•人类命运共同体构建的几个前提性问题初探,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571337&idx=1&sn=d97f93b984a43f78feb3a1968f7ccb42&chksm=84917a47b3e6f35130799ff6bdbeb8261f99f4d0bb6bf01c201ee8e26125895b131ac7753ad7#rd,1,2019-8-28,0.0,1.0,1.0,0.0,,,,
150,中州学刊•观点 |孙春晨•新中国70年中国伦理思想史研究,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571337&idx=2&sn=5af526345abe60c7590b0403ce3cbc0e&chksm=84917a47b3e6f3513320a1be3525b3a99281483d642b42f3da3fe4306b010fe424f58a5404fd#rd,2,2019-8-28,0.0,1.0,1.0,0.0,,,,
151,中州学刊•观点 |任丑  沈冬香•食物伦理律令探究,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571337&idx=3&sn=0711a4d3cbe87446e478e9e463c58014&chksm=84917a47b3e6f35127c3f95ae928a86a9d64ed186492ecae24d9f15b3d8b55160969a1c77cbf#rd,3,2019-8-28,0.0,1.0,1.0,0.0,,,,
152,中州学刊•目录 | 2019年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571328&idx=1&sn=8191b1aee44703a7df3a6d202bf4e0c1&chksm=84917a4eb3e6f358e551a4abfd753e011d37d577ff43e897524491d859cdf565a571b0cb1da5#rd,1,2019-8-27,0.0,1.0,1.0,0.0,,,,
153,中州学刊•观点 |高自龙•多元有序：我国学术期刊评价体系建设展望,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571323&idx=1&sn=658ed56d83ab0f7060e48459f2680408&chksm=84917ab5b3e6f3a30fbdf04fda2ffce4863c7d7504216e4aa43222928906f086ed31fb9cdddf#rd,1,2019-8-9,0.0,1.0,1.0,0.0,,,,
154,中州学刊•观点 |丁声俊•以“两山论”为引领振兴中国木本粮油特色产业,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571311&idx=1&sn=df399756f8b4a55bdfa7058f4527cd1e&chksm=84917aa1b3e6f3b7a3b4f054d2c98f93e884061c284970e0707d42b058354c84541cd5ed10ad#rd,1,2019-7-31,0.0,1.0,1.0,0.0,,,,
155,中州学刊•目录 | 2019年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571306&idx=1&sn=6f94bec3b0063a01036da9c17aef2673&chksm=84917aa4b3e6f3b2682afce27d95a80fa4b4075eb51c1710c1231ed7ea1308ca1762478c046f#rd,1,2019-7-29,0.0,1.0,1.0,0.0,,,,
156,中州学刊•目录 | 2019年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571301&idx=1&sn=a5283d76c06258abd9b260a2e711e96c&chksm=84917aabb3e6f3bdd7be7ed9b13b73fe3cff63f3e341d74005cd14eb4c70303afa830e2c8923#rd,1,2019-7-5,0.0,1.0,1.0,0.0,,,,
157,“学术期刊高质量发展研讨会”暨“《中州学刊》创刊40周年座谈会”在郑州举行,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571294&idx=1&sn=1a5418d74969d65a3fafd13503a3ed7a&chksm=84917a90b3e6f386a3d3915b244936b221e02fdb158b5057b8921332936ed2591757f082a920#rd,1,2019-6-18,0.0,1.0,1.0,0.0,,,,
158,中州学刊•目录 | 2019年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571277&idx=1&sn=ac93c157ed1139b9c5f380a0ea7d6eb6&chksm=84917a83b3e6f395fe21c798ce27c338f38d9ce5c6868f38c39747d76de5a7ef804f9f98cea3#rd,1,2019-5-28,0.0,1.0,1.0,0.0,,,,
159,中州学刊•目录 | 2019年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571272&idx=1&sn=63457a6a2fb3dda4b65e26c8af3e5992&chksm=84917a86b3e6f390b424ea23a42a0ae627cadaf00e57b0f29daceae38f6c3217b1e3cf86f541#rd,1,2019-4-30,0.0,1.0,1.0,0.0,,,,
160,中州学刊•目录 | 2019年第3期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571267&idx=1&sn=b19d653ed3d3f4423b0c6192049417b8&chksm=84917a8db3e6f39bb6dc05eb99a87ecccb05ef12465be708625a1b2d68af5b79d14899933dfc#rd,1,2019-3-25,0.0,1.0,1.0,0.0,,,,
161,中州学刊•目录 | 2019年第2期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571260&idx=1&sn=503b65ca87a9fc1871fce915f4114e23&chksm=84917af2b3e6f3e418476372ce15861c7f8beb4391fe575c308b5331986f2969411c6a21e2ea#rd,1,2019-2-28,0.0,1.0,1.0,0.0,,,,
162,中州学刊•观点 |王泽应 刘利乐•当代世界逆全球化现象的伦理审视,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571252&idx=1&sn=6ce39505500913f3c9c1bd0602019462&chksm=84917afab3e6f3eca5d3d95cc415ee20b4a40fa781f772933c24ad79f769dad5b342697aef8b#rd,1,2019-2-14,0.0,1.0,1.0,0.0,,,,
163,中州学刊•观点 |焦 国 成•孔子“一贯之道”定论析疑,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571231&idx=1&sn=9a0cedeeaa28cb7f3893f871bf48d59c&chksm=84917ad1b3e6f3c7c7013db10cf3a72882437c77fa64b562cb18474bebc9dd4b937bfba6ac11#rd,1,2019-2-13,0.0,1.0,1.0,0.0,,,,
164,中州学刊•观点 |丁声俊•我国粮业70年改革发展历程与经验启示,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571221&idx=1&sn=27d11117ef6971e47ca19fefd72ddab0&chksm=84917adbb3e6f3cd78c77427eda1cd1be5ee9bc7d04ced8e4c7c84834e030db6cd901499c4b2#rd,1,2019-2-1,0.0,1.0,1.0,0.0,,,,
165,中州学刊•目录 | 2019年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571216&idx=1&sn=311903b3b85f1436b5766c9595cf2afd&chksm=84917adeb3e6f3c8d353797fb82e75323373733195d0c65491da9f7fe42de9ec0b1256a66704#rd,1,2019-1-28,0.0,1.0,1.0,0.0,,,,
166,中州学刊•发布| 《中州学刊》2019年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571211&idx=1&sn=0b88d07eead6ae5b0f1b6902d9bc5d52&chksm=84917ac5b3e6f3d30fbbdc55ed78eca4d163409b48c88f10046c6d4d0410d8b5faec37d64525#rd,1,2018-12-29,0.0,1.0,1.0,0.0,,,,
167,中州学刊•目录 | 2018年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571211&idx=2&sn=3e4fa7c95dc3888c5895ac6c2adab7f3&chksm=84917ac5b3e6f3d3e0dbdbeb0580a4ed8b7b398cc468b978c2d3a040c6f6687cf8e234b1b40a#rd,2,2018-12-29,0.0,1.0,1.0,0.0,,,,
168,中州学刊•观点 |陈 甦•改革开放40年来我国经济体制与经济法制的互动发展,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571202&idx=1&sn=c95cc60039338547bb7123a19c978a06&chksm=84917accb3e6f3da5915c385cf7efaaaca5da3351a727e25241584a6c07c6008c53925cd9a28#rd,1,2018-11-30,0.0,1.0,1.0,0.0,,,,
169,中州学刊•目录 | 2018年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571197&idx=1&sn=11cbe016ae84c552fad1743b50ef81dd&chksm=84917b33b3e6f225372359cc4c766d67240f847e0c50cd1810bd94e3ccad9a0581c114792714#rd,1,2018-11-26,0.0,1.0,1.0,0.0,,,,
170,中州学刊 • 发布  | 《王梦奎文集》出版,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571192&idx=1&sn=8d8d6afe4f48fdb75016f3a17c7994fa&chksm=84917b36b3e6f2208e209baa2278b16dca543d84093b810b85409d0c3478b8420a0fc31cec17#rd,1,2018-11-7,0.0,1.0,1.0,0.0,,,,
171,中州学刊•观点 |丁声俊•四十春秋谱写皇皇巨著 ——读《王梦奎文集》,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571192&idx=2&sn=bf3092363605b0f45ca8b23e9f4be1c4&chksm=84917b36b3e6f2204fba2025c2925a0c0d396255e6c9a8f52549deb000ab9827dc7b12675d84#rd,2,2018-11-7,0.0,1.0,1.0,0.0,,,,
172,中州学刊•目录 | 2018年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571184&idx=1&sn=90a9d9a4dbe16b5e7b6d4e0c3449ad51&chksm=84917b3eb3e6f228c8fbcedcd420485174ce6ff65e47bdf0ab3d9635fb02b47125ffc1fba7cc#rd,1,2018-10-30,0.0,1.0,1.0,0.0,,,,
173,中州学刊•目录 | 2018年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571176&idx=1&sn=f16ffcc9a7f03ee8694763d37e595d68&chksm=84917b26b3e6f23087e9ec97774940878b6f8d7c7da4a930c1bc7bc2de59b1d41732d1b48d62#rd,1,2018-9-30,0.0,1.0,1.0,0.0,,,,
174,中州学刊•目录 | 2018年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571166&idx=1&sn=c635aa66f61c7b2bd3b097313bea66bc&chksm=84917b10b3e6f206309cc216719ae49fe67cbeed61770f31657e398eab2898a656cfbe1cc415#rd,1,2018-8-24,0.0,1.0,1.0,0.0,,,,
175,中州学刊•观点 |欧阳友权•改革开放视野中的网络文学20年,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571161&idx=1&sn=78159b75c29aea35e8f4a918efe161ed&chksm=84917b17b3e6f20133026847dbace5940093f54fb5f6af9396048cf88df11374b68c48ca2001#rd,1,2018-8-3,0.0,1.0,1.0,0.0,,,,
176,中州学刊•观点 |许苗苗•网络文学20年发展及其社会文化价值,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571161&idx=2&sn=3dfc4066df5a855a7c337bf4d1f47153&chksm=84917b17b3e6f201d64ab79ee31e25aa87ef392b22f4f011623447fcfb473366075483432743#rd,2,2018-8-3,0.0,1.0,1.0,0.0,,,,
177,中州学刊•观点 |禹建湘•产业化背景下网络文学20年的写作生态嬗变,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571161&idx=3&sn=7c721b80fecef6ac6423cab7519121ec&chksm=84917b17b3e6f2019a7ac4aa188312d61353a1e32a9f08c383eda333c4885f6280fd06f691b8#rd,3,2018-8-3,0.0,1.0,1.0,0.0,,,,
178,中州学刊•观点 |周兴杰•网络文学20年接受方式的转变,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571161&idx=4&sn=071eb4cdec0af5fd994d7e5056bd7112&chksm=84917b17b3e6f201c9d12d1775fad820cbececf8011093990968f06dcd63d6a921eab842d000#rd,4,2018-8-3,0.0,1.0,1.0,0.0,,,,
179,中州学刊•观点 |杨立新•用现行民法规则解决人工智能法律调整问题的尝试,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571151&idx=1&sn=104a7d5ada4eef195e7734220d15c331&chksm=84917b01b3e6f21709b335d92550286a42b1de467439f60ac0ec21873be81df3a54a1df1f235#rd,1,2018-8-2,0.0,1.0,1.0,0.0,,,,
180,中州学刊•观点 | 张光辉•中国生态文明建设的理念变迁及发展进路,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571147&idx=1&sn=c08fc89a21d5bddfb2f476d9b647b96d&chksm=84917b05b3e6f213c64a68701dfb1081d1776cddd6a438289cf604f951363bb8d933e034336c#rd,1,2018-8-1,0.0,1.0,1.0,0.0,,,,
181,中州学刊•目录 | 2018年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571143&idx=1&sn=fc85bf6b9eacfab1d33b99029acb626e&chksm=84917b09b3e6f21ff0975120eaa98e77f7623e09090d7f1e4bcc96f0a929ffa8a754e3322c48#rd,1,2018-7-23,0.0,1.0,1.0,0.0,,,,
182,《中州学刊》庆祝改革开放40周年专题研究征稿启事,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571139&idx=1&sn=703fd768c4309af2e88565c131c57073&chksm=84917b0db3e6f21b995482962a0f39b78dc6a7b647078202e1af505936c2833e274f47e70239#rd,1,2018-7-20,0.0,1.0,1.0,0.0,,,,
183,中州学刊•目录 | 2018年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571136&idx=1&sn=02353c8b9037100261ff5e166ce1507a&chksm=84917b0eb3e6f21845417cc4f294ce8885e0aebda5ac73f3f0df90e1e69d6d318411377725dc#rd,1,2018-7-3,0.0,1.0,1.0,0.0,,,,
184,中州学刊•目录 | 2018年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571135&idx=1&sn=4400b9a28d2f0bf22c1b0ac6761558a4&chksm=84917b71b3e6f267053323d8c10e8ffe0623bffaedaabea793b08ec1abab7164f73de1966028#rd,1,2018-6-29,0.0,1.0,1.0,0.0,,,,
185,中州学刊•目录 | 2018年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571126&idx=1&sn=9cf49b89a00fd8a5be018a67ec035780&chksm=84917b78b3e6f26e813050441e3ccfc6c7ec003d3798e46d732fa1a130f332358dd7df2bfd1f#rd,1,2018-6-4,0.0,1.0,1.0,0.0,,,,
186,马克思为什么是“千年第一思想家”，习近平说透了,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571121&idx=1&sn=4677a22c9f5f3a7c796d81f680e4ecf8&chksm=84917b7fb3e6f2693dab924c58ea5653483168342b4272731528f280f97ef78d093ef7adbe1e#rd,1,2018-5-7,0.0,1.0,1.0,0.0,,,,
187,纪念马克思，习近平讲话回答了四个重要问题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571121&idx=2&sn=df753da8d5b2813a10070824bd3057e9&chksm=84917b7fb3e6f269bc653fc6544d89069108a41218bc6f6f66b164c338b81a2c8474f810ee5c#rd,2,2018-5-7,0.0,1.0,1.0,0.0,,,,
188,第二届世界马克思主义大会在北京大学开幕,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571121&idx=3&sn=e038c000530e0497e0ec811e319a3bce&chksm=84917b7fb3e6f269e1697586645d2b19164b33b8b869f8cba39b8c00be10388ca5be47406d29#rd,3,2018-5-7,0.0,1.0,1.0,0.0,,,,
189,中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（二）,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571121&idx=4&sn=295e3321cd2f1c7f64c289727dab5843&chksm=84917b7fb3e6f269881cacf6853a81116accec1921b1b0f03016ea8b84dd56d1f05283e1d311#rd,4,2018-5-7,0.0,1.0,1.0,0.0,,,,
190,中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（三）,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571121&idx=5&sn=d80d116c2d2514e46e7825dab873cd9d&chksm=84917b7fb3e6f26989fa55ebf9dba567bb32458ee6d595c19b1e56f59689e85f5ca7ff26746b#rd,5,2018-5-7,0.0,1.0,1.0,0.0,,,,
191,中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（一）,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571111&idx=1&sn=bedfb58e405c2f654f4c6e07c5838925&chksm=84917b69b3e6f27f5924bd9afb2c6f2a09428430a0686dd6a8b718875e816267b5582572b106#rd,1,2018-5-4,0.0,1.0,1.0,0.0,,,,
192,中州学刊•目录 | 2018年第3期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571096&idx=1&sn=75ef1fc07bcc37cc7f5ea2ea97417102&chksm=84917b56b3e6f2407c3e974750976aed003dae02faace03637e3ef88bd72364a37582a1b75fd#rd,1,2018-3-28,0.0,1.0,1.0,0.0,,,,
193,中州学刊•目录 | 2018年第2期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571092&idx=1&sn=b60389a890c61c12bc063b7464edfe92&chksm=84917b5ab3e6f24c8f319d994d8f6c3be4546108903651fdb0578b6836b167e8d531b9656523#rd,1,2018-2-28,0.0,1.0,1.0,0.0,,,,
194,中州学刊•目录 | 2018年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571087&idx=1&sn=229cc19b07cfdf34993e5cc39c6952ff&chksm=84917b41b3e6f257daaa3031bc72bc4082b37477f8a933ef46c1b9ae4745dc18d9220aeb0a7c#rd,1,2018-2-1,0.0,1.0,1.0,0.0,,,,
195,中州学刊•发布| 《中州学刊》2018年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571083&idx=1&sn=3d0c04346a492f381d01ce115575f8c1&chksm=84917b45b3e6f253fb721152bb88d59fa43195888ab1c07963922f833a7d4bb28434c024d8d3#rd,1,2018-1-2,0.0,1.0,1.0,0.0,,,,
196,中州学刊•目录 | 2017年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571072&idx=1&sn=5f32b229455834d87d6dee932527dea9&chksm=84917b4eb3e6f25831ffea5e636c11ca2d4e0b51a4c1ec90de9a381a2c7349730044f35a0aa4#rd,1,2017-12-29,0.0,1.0,1.0,0.0,,,,
197,中州学刊•目录 | 2017年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571068&idx=1&sn=8c4d4b6fff1928452e1ae1822d547691&chksm=84917bb2b3e6f2a4c9493d50c730352882d3942dc7e0631b5ad9f89c42147c0f31d15c4002fe#rd,1,2017-11-30,0.0,1.0,1.0,0.0,,,,
198,中州学刊•目录 | 2017年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571064&idx=1&sn=aa0ac7c3f94f167520dc8e3a3bbab648&chksm=84917bb6b3e6f2a0d984a890965afd172895bce66dc02284e77a4b3f1ff0fa1519acf1570658#rd,1,2017-10-27,0.0,1.0,1.0,0.0,,,,
199,中州学刊•目录 | 2017年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571060&idx=1&sn=8b4c88d20b1c190fda8eb13798b1066a&chksm=84917bbab3e6f2acc6730cb2fb2db7364d37ca76117c44d3611318ebef650e7a3345580f9b08#rd,1,2017-9-28,0.0,1.0,1.0,0.0,,,,
200,中州学刊•目录 | 2017年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571056&idx=1&sn=0308deb0939e4ac33c74f97a4e642e97&chksm=84917bbeb3e6f2a8c901fa70561157768d4d123e8fe3394012a375d01b3969b9ff4dc7f34ded#rd,1,2017-8-28,0.0,1.0,1.0,0.0,,,,
201,中州学刊•目录 | 2017年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571052&idx=1&sn=c10e06e96ff33ae9b5819ea0c0a4d232&chksm=84917ba2b3e6f2b4970c8f12ac10d26b8da343b83926eb8ad8addafcd1c2bab099fff6d63b35#rd,1,2017-7-31,0.0,1.0,1.0,0.0,,,,
202,中州学刊•目录 | 2017年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571049&idx=1&sn=ee4b27e9091aa3aff6aab6a2568009bd&chksm=84917ba7b3e6f2b1ae3c0cd4a7efc1dd14826d1f4c6ac9a7f7aea0510a8257363b41234594fe#rd,1,2017-6-23,0.0,1.0,1.0,0.0,,,,
203,《中州学刊》主办“生态文明与法治建设” 学术研讨会,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571046&idx=1&sn=7fbfa3b397b3e941a92df54d9fce1c51&chksm=84917ba8b3e6f2be1562494c252832c0db07a3baaaae273aa7348314806602704d6cebba3b92#rd,1,2017-5-28,0.0,1.0,1.0,0.0,,,,
204,《中州学刊》主办“生态文明与法治建设” 学术研讨会,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571045&idx=1&sn=4805da49b91d8cafed7319a8452a236d&chksm=84917babb3e6f2bd76c4eb8aa42732a020491b9b2ac9815ee4e7180e4ce1b6551b530589aac4#rd,1,2017-5-27,0.0,1.0,1.0,0.0,,,,
205,《中州学刊》主办“生态文明与法治建设” 学术研讨会,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571044&idx=1&sn=b32602fe3cf9bc7cd08840062aecc0c9&chksm=84917baab3e6f2bccd0b3e8d263a68b89d5387aca7a2d447e9f9d11884f7d0169ef5a8414c56#rd,1,2017-5-26,0.0,1.0,1.0,0.0,,,,
206,中州学刊•目录 | 2017年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571041&idx=1&sn=c9dacda77f462e4917e1330e06f0e504&chksm=84917bafb3e6f2b9010a699b43e6ee4ee2b7bf5df0825858a22aa7c5239ef5e43aab5c0f111e#rd,1,2017-5-22,0.0,1.0,1.0,0.0,,,,
207,中州学刊•目录 | 2017年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571038&idx=1&sn=bd11068e1c513cb4276db6b0eb2ced02&chksm=84917b90b3e6f28634246601775d18d5796994d8729dc99d696de20654236c64b6d8d33e4945#rd,1,2017-4-29,0.0,1.0,1.0,0.0,,,,
208,中州学刊•目录 | 2017年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571037&idx=1&sn=af4cf31e3906044914b9958207db8475&chksm=84917b93b3e6f285a3f44f32418b1993f9cdf060d881800293a3d46cb8bf8f8a77fbf708d2ce#rd,1,2017-4-28,0.0,1.0,1.0,0.0,,,,
209,中州学刊•目录 | 2017年第3期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571034&idx=1&sn=0b2a2592f30186ae3fb248c48b9a2a03&chksm=84917b94b3e6f2828c1d9339e76dcaca6fa2ab754a46aa89ce5253e95f235fb069cdb89e11c5#rd,1,2017-3-24,0.0,1.0,1.0,0.0,,,,
210,中州学刊•目录 | 2017年第2期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571031&idx=1&sn=6c303d05057342a2df8cb86f991c65d0&chksm=84917b99b3e6f28fc579a58a22d96ff3591634136c7e1eb390e398cf0621b0a49bcb36c1b793#rd,1,2017-2-28,0.0,1.0,1.0,0.0,,,,
