Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content
143,韩志明 || 寻找个人知识：现代国家治理的知识逻辑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487180&idx=1&sn=22a66e2909a4c3e10e63d4025f61033d&chksm=e8c5180bdfb2911dcb12cd54d5619d7bd9919ef6d73bfa118ab9a7763e56c89a4c84a6920b5e#rd,1,2019-3-27,0.0,1.0,1.0,1.0,,,,
144,徐国源 || 重建民间审美文化的理论逻辑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487141&idx=1&sn=3ba1f77f2c02a11edaf559a326bce316&chksm=e8c51862dfb29174cbe565e6b4da879cb5f801099d30e8908f355a5606eddb37cffa2460650b#rd,1,2019-3-25,0.0,1.0,1.0,1.0,,,,
145,侯博文  尹海洁 ||  整体向好与异质性分化——基于CGSS2013的当代中国工人群体阶层认同特征研究,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487117&idx=1&sn=e0e41cd8dbc49818e59f31753652699a&chksm=e8c5184adfb2915c4b946a62cc718ca08741fa9493b60917304886f8e17a5ccc9b274f496144#rd,1,2019-3-24,0.0,1.0,1.0,1.0,,,,
146,金  莹   戴  翔 || 本土市场规模扩大一定有助于价值链攀升吗？,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487055&idx=1&sn=5a73500a250f46f8203bd59533134f4f&chksm=e8c51888dfb2919e3e10eecfeb58d49f4869f29e44e56fa9912ef30e9560d85a133cdd45d948#rd,1,2019-3-22,0.0,1.0,1.0,1.0,,,,
147,新刊速递 | 2019年第3期,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487044&idx=1&sn=39a30e3be021d6a90d377ee79f15f9ef&chksm=e8c51883dfb29195d9847a3332a2467e39d660c16850ab66745e0a6388ae20f5aea5d1c15111#rd,1,2019-3-21,0.0,1.0,1.0,1.0,,,,
148,潘知常 ||  “生命”视界与生命美学,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487041&idx=1&sn=28a786a8c3e071337741d0e660365a23&chksm=e8c51886dfb29190be6b4b1d897f4f2aefae018e7c0758624a2c46cbaee11003f3d6b635c887#rd,1,2019-3-18,0.0,1.0,1.0,1.0,,,,
149,包国宪  刘  宁 || 中国公立医院改革(2009-2017)：基于PV-GPG理论的定性政策评估,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487014&idx=1&sn=31d876861f1a1d072b3288b62f3431d1&chksm=e8c518e1dfb291f733976a9cca3e706f8cd449d2b66a86ef8f927c2a97bc6a0bee9a4af8f013#rd,1,2019-3-15,0.0,1.0,1.0,1.0,,,,
150,蒋建国 || 制造同意：随意点赞、惰性消费与社群文化的消解,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247487013&idx=1&sn=00f48fef94100d8c2184d5583caa53da&chksm=e8c518e2dfb291f4b004bf868fd64d39e80a2bb5dbb43e1229347b942591add7701b5f666697#rd,1,2019-3-14,0.0,1.0,1.0,1.0,,,,
151,李志艳 || 论文学地理学中的文学性问题与空间批评,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486976&idx=1&sn=954b10ae5ec7b87a746bbce71ac526a1&chksm=e8c518c7dfb291d1505de4695d7a58028cf38cadc03abef8baa4e263b4ae051b732a2b61e825#rd,1,2019-3-12,0.0,1.0,1.0,1.0,,,,
152,王长松  贾世奇 || 中国特色小镇的特色指标体系与评价,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486948&idx=1&sn=befd7f3bce3ab2ae1606f2140036e7c0&chksm=e8c51b23dfb29235b44b1e4f7ccad55b1fbf8b506a4ba41ad895ec30b309810c428f8106748d#rd,1,2019-3-11,0.0,1.0,1.0,1.0,,,,
153,高 帆 || 乡村振兴战略中的产业兴旺：提出逻辑与政策选择,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486945&idx=1&sn=39925e6056ab7d7a6badfc879f7b063e&chksm=e8c51b26dfb292306424b3c50bf8d1a4c7a80f8733230e8c1902d2424af83dc0643f64419407#rd,1,2019-3-9,0.0,1.0,1.0,1.0,,,,
154,辛本禄  王学娟 || 乡村振兴战略背景下我国连片特困区农产品流通治理研究,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486919&idx=1&sn=119e4ec8a204ef7bc96e61afd496310c&chksm=e8c51b00dfb29216543b0d46bcf66bebd81b0230638b708d7856b5153301715848cc02467125#rd,1,2019-3-7,0.0,1.0,1.0,1.0,,,,
155,陈  赟 || 从“太虚即气”到“乾坤父母”： 张载本体论思想的结构——以船山《张子正蒙注》为中心,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486918&idx=1&sn=a26153c985a41b4fc7762933d51dc90c&chksm=e8c51b01dfb29217d885d44d5b338bd76974d8cc3aa78186df4c9b3dcfa51d0dc9d08c84318e#rd,1,2019-3-6,0.0,1.0,1.0,1.0,,,,
156,宋道雷 ||  使命型政党——中国共产党领导新时代中国特色社会主义的形态、内涵和路径,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486911&idx=1&sn=f1eb41018aeff3c9398f59ee721c8299&chksm=e8c51b78dfb2926e7012d891a30ca9f3184497e4a0f4c19feee48ba1f3666fd3477995f97006#rd,1,2019-3-5,0.0,1.0,1.0,1.0,,,,
157,李志祥 || 共建共享与共生共享：共享发展的双重逻辑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486889&idx=1&sn=21628c834d2a2f08cfe69d26498fc136&chksm=e8c51b6edfb29278e71b7b6350bf7bb80baf3974ba13b0ea4dd944f4523402f86a2fdbe37b26#rd,1,2019-3-4,0.0,1.0,1.0,1.0,,,,
158,叶南客 ||《南京社会科学》文丛序言,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486887&idx=1&sn=d3cd03e92eb9e3a124b705d2916bff90&chksm=e8c51b60dfb2927675e890d3149f975cdf1b7922b128a1c1dc4597a12d2de48deb13baf48ad4#rd,1,2019-3-1,0.0,1.0,1.0,1.0,,,,
159,《南京社会科学》文丛 ||《法治中国的多维探析》,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486887&idx=2&sn=eac1ac02f8e32817ebd2e4fbcf353b1b&chksm=e8c51b60dfb29276371674d6119d9c544ef260044f61b0910fc7c8a65efffe40740863980703#rd,2,2019-3-1,0.0,1.0,1.0,1.0,,,,
160,《南京社会科学》文丛 ||《新时代 新媒介 新想象：当代新闻传播研究的问题和方法》,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486887&idx=3&sn=1b118e67f3776de6dbe67ce641164a68&chksm=e8c51b60dfb292762ca37b0953d1b33eedf3d2250ce2cb23ed20dfe50be9f6c72e68dfd9b77c#rd,3,2019-3-1,0.0,1.0,1.0,1.0,,,,
161,王建文 || 我国商事代理制度的内涵阐释及立法构想,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486832&idx=1&sn=66d881b20ff48731f5af6611193db2a6&chksm=e8c51bb7dfb292a15cef059e1262b1323c7212ce1ba2703ee50a8d79a6c080c605659ff2bf6d#rd,1,2019-2-28,0.0,1.0,1.0,1.0,,,,
162,张录法 || 中国大都市区域医疗资源配置的均衡性及优化研究,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486812&idx=1&sn=fb928af5697809e5117c307879410d35&chksm=e8c51b9bdfb2928d847579e5f9732c04e5048d438f64d7f35dfe227930883b3efc505255a5a4#rd,1,2019-2-27,0.0,1.0,1.0,1.0,,,,
163,新刊速递 | 2019年第2期,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486791&idx=1&sn=796b0a003599fd826cfe19cb2075a751&chksm=e8c51b80dfb2929681910b8bc38746c338ea96285c22df4dbf96d14f1e8bb973c1e4ce6a5b08#rd,1,2019-2-25,0.0,1.0,1.0,1.0,,,,
164,《南京社会科学》贺新年,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486781&idx=1&sn=285bbab5ddd5381ac68aaeeea3cb450a&chksm=e8c51bfadfb292ec7b7252d32869f73e58d60f6bad0966081eed402af30411e39d9301f9ffe0#rd,1,2019-2-5,0.0,1.0,1.0,0.0,,,,
165,郁建兴 || 建设具有全球视野的中国哲学社会科学,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486752&idx=1&sn=842e3bfa0a59f73884d783da53822d90&chksm=e8c51be7dfb292f12393a134fa3fade7f70169a0c09187fa7bdc43519a14026e24184a0745e1#rd,1,2019-1-31,0.0,1.0,1.0,1.0,,,,
166,唐正东 || 新时代条件下哲学研究的使命与担当,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486752&idx=2&sn=880db9a918863eee274310f25d41638e&chksm=e8c51be7dfb292f1d043ee818f5423c803901d3ef1a4c215ada3274ecd551649294ec59a566c#rd,2,2019-1-31,0.0,1.0,1.0,1.0,,,,
167,李明霞 || 关照现实社会，突出问题意识，打破学科界限,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486752&idx=3&sn=1f9516f369ed44e9add08c5a2edf9cfc&chksm=e8c51be7dfb292f1aad8ea163be5a4bc910dc1b9d5455cf7daddc9a15e82711d6ecd26340e20#rd,3,2019-1-31,0.0,1.0,1.0,1.0,,,,
168,刘仲翔 || 围绕热点组稿，从学术的角度、理论的角度来讲政策,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486752&idx=4&sn=c3e00ab642293e5f5f0957f31b60a96d&chksm=e8c51be7dfb292f14262b986708228b4f875fe833c8fd7c7bb4ecca4606a934a03c2f4b7139e#rd,4,2019-1-31,0.0,1.0,1.0,1.0,,,,
169,孙久文 || 区域经济学的中国进展与研究热点,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486736&idx=1&sn=24c5296a53808fb780ccbb1467f12c06&chksm=e8c51bd7dfb292c15a9d19b33c73bcf05c043b3ff187daeb60753b2b59b87a6adf9c6129bfea#rd,1,2019-1-30,0.0,1.0,1.0,1.0,,,,
170,孙玮 || 打破学科边界展开跨学科对话，开启传播研究的黄金时代,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486736&idx=2&sn=c2e8399437e391c35797bf5bd2b56fe3&chksm=e8c51bd7dfb292c18225d64b48a63ec78596862d384ae2a474fe1bfa42aa42c5f7d6622b9e80#rd,2,2019-1-30,0.0,1.0,1.0,1.0,,,,
171,祁述裕 || 关注和研究文化产业领域的三个热点,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486736&idx=3&sn=28b35e4dde36beba5a3f26e188065fa4&chksm=e8c51bd7dfb292c15cb16696bf716e2ba402e569d408771c3a0568c55d0132d348b86a390f7b#rd,3,2019-1-30,0.0,1.0,1.0,1.0,,,,
172,金元浦 || 学科发展的转型时代与文创产业的高质量发展,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486736&idx=4&sn=6418cc46982819eaf08661233e6313a2&chksm=e8c51bd7dfb292c19522f7a5d144e2be77a8a62c1faaa1a0ad02d5979154bad520c9082c58f0#rd,4,2019-1-30,0.0,1.0,1.0,1.0,,,,
173,《南京社会科学》主办“新时代 新使命——建设中国特色哲学社会科学”高端学术笔会,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486726&idx=1&sn=d1ef4b845621aeb6082d84b9a86eeb5e&chksm=e8c51bc1dfb292d7b319d4bdc750dbe3e29c73279bf8bcd063922a622e5b7dab19e2f9bd5f3b#rd,1,2019-1-29,0.0,1.0,1.0,1.0,,,,
174,丁国旗 || 哲学社会科学工作者要有担当意识、实践意识和建构意识,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486726&idx=2&sn=b217e94a04db310af79a907843ae909e&chksm=e8c51bc1dfb292d77e0a0d81145dc834ec5a8d364babbc07dab9c406566f6292f5868c69acd6#rd,2,2019-1-29,0.0,1.0,1.0,1.0,,,,
175,王春光 || 新时代中国哲学社会科学的“三个体系”建设与“三个功能”目标,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486726&idx=3&sn=2f15b9a7369933ec59bcf8f4ca1535fb&chksm=e8c51bc1dfb292d729bea7599e2e77a415da49d8bc802cc80eb7bbd8e830d6ca252337cba07b#rd,3,2019-1-29,0.0,1.0,1.0,1.0,,,,
176,冯建军 || 建设新时代中国特色教育理论,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486726&idx=4&sn=846815e65b198d1b64e10aa119ad6b13&chksm=e8c51bc1dfb292d7893ee89a7e2743569881504803c7281febdb59b6b9cfc48bad20185bd675#rd,4,2019-1-29,0.0,1.0,1.0,1.0,,,,
177,刘风景 || 法学研究需要敬祖宗、接地气和开眼界,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486726&idx=5&sn=85225fd0f24a0a1244f09a60703a777a&chksm=e8c51bc1dfb292d7a0d567205aa574c8d9f389cd1c6c355804abcb32c077e39c95c0787c56d0#rd,5,2019-1-29,0.0,1.0,1.0,1.0,,,,
178,孙久文  易淑昶 || 大运河文化带建设与中国区域空间格局重塑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486483&idx=1&sn=b3a626c9795ab875df2eeb61caccc5cd&chksm=e8c51ad4dfb293c2bb3f914753fddbf1039ce00462b32272e179621deaea0ebf44e5ece4e74f#rd,1,2019-1-25,0.0,1.0,1.0,1.0,,,,
179,“互联网+”时代教学思维方式变革：境遇、趋向与路径,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486479&idx=1&sn=c6cbdd176b6c5b9718910d90735b19d6&chksm=e8c51ac8dfb293de728896ccc0bc0f83d6983a646315f96803d83e7d7b8351a7d4e46182eb24#rd,1,2019-1-24,0.0,1.0,1.0,1.0,,,,
180,公权限制财产权的合法性辨析： 兼论城市治理中的“公共利益”,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486458&idx=1&sn=ef77972b568fbcae041827a5d5c9fbf7&chksm=e8c51d3ddfb2942bc9d4239839de1dcd26e1fa5d9dda28b04d4b02517c49a7d4d75eb00754cc#rd,1,2019-1-22,0.0,1.0,1.0,1.0,,,,
181,城乡社会学：观察中国社会转型的一个视角,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486364&idx=1&sn=10988db9d06be7e5f823352626d3b8e1&chksm=e8c51d5bdfb2944df5766a23fd753e8a7a1b6be58fdfa1511bab2a257d2a3cc2308f5f075e07#rd,1,2019-1-21,0.0,1.0,1.0,1.0,,,,
182,法律职业伦理规范建设必须回应新时代的道德需求,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486337&idx=1&sn=f222a2a4c33f969646f39d4969c8c7a2&chksm=e8c51d46dfb294507fae651f87a963bd9ee5ce39784e2433ecdcf09c1aa3fcfd5f7cc79d030b#rd,1,2019-1-19,0.0,1.0,1.0,1.0,,,,
183,算法技术对传统新闻理念的解构与涵化,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486297&idx=1&sn=5de45443694c29608c4b3b96e5e68069&chksm=e8c51d9edfb29488bd79c78494054b8d1a7655bed3f2e61d45080aaba899f0ffb7e11b0e0459#rd,1,2019-1-18,0.0,1.0,1.0,1.0,,,,
184,权责清单软法属性的证成及规制,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486204&idx=1&sn=196afc56b4acdac6eb68b96fb96e568a&chksm=e8c51c3bdfb2952de009edb5ce502d54126a2a36e21ae43c0aad75a0c6b725735146310c6826#rd,1,2019-1-17,0.0,1.0,1.0,1.0,,,,
185,从“广域型市制”到“聚落型市制”： 协调平衡发展下的城乡管理体制优化研究,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486136&idx=1&sn=a328c1b9e19bd73fc5397f4d8e52df53&chksm=e8c51c7fdfb29569eb92a39660dab42676508bff44e9f2074ddafa8589597817db5346e47a7f#rd,1,2019-1-16,0.0,1.0,1.0,1.0,,,,
186,当代人工智能中计算主义面临的双重反驳——兼评认知计算主义发展的前景与问题,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486126&idx=1&sn=aa72c287b21e8e65dd149076489680f7&chksm=e8c51c69dfb2957f6cf793ba7445d3f78ce8b9d7df590727f0d0d21accdd497f312fc190f421#rd,1,2019-1-15,0.0,1.0,1.0,1.0,,,,
187,苏南区域率先发展实践与理论的探索 ——从“苏南模式”“新苏南模式”到“苏南现代化模式”,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486119&idx=1&sn=b215e1adeed3f2abcdfd164cda9f0125&chksm=e8c51c60dfb29576c602cd3eb01a77ef45b1e1e7957f13f9b99cb5630a2d7db311088f774965#rd,1,2019-1-14,0.0,1.0,1.0,1.0,,,,
188,新刊速递 | 2019年第1期,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486074&idx=1&sn=39a49a6a6e43b5b4936bfc3b9de06fd2&chksm=e8c51cbddfb295ab29900951719da106517395d269df76903b85362926043cf813052168db9b#rd,1,2019-1-12,0.0,1.0,1.0,1.0,,,,
189,稿 约 | 《南京社会科学》2019年重点选题,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486061&idx=1&sn=5e321847941ba1ab7f8b948369ac3d5d&chksm=e8c51caadfb295bcfd1a179e1598301fe9f20900ca3e3caa691c1a94cc9ea5db258064b83024#rd,1,2019-1-9,0.0,1.0,1.0,1.0,,,,
190,党内法规体系构建的若干问题思考,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486055&idx=1&sn=eef5191a4011b2c263cc82a84dddb006&chksm=e8c51ca0dfb295b6d0ba34542d1cfa3b673687f09c074edc006b5ce7ff6c48a7136ed813b3e1#rd,1,2019-1-3,0.0,1.0,1.0,1.0,,,,
191,发达工业社会中的现代性问题 ——评马尔库塞对发达工业社会意识形态的批判,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486054&idx=1&sn=215e931e7f2b80ea091b923b4ca38b58&chksm=e8c51ca1dfb295b7fb94219527422d8c94a970f68e0465c2dbbfc8d39ceda6b9052c3c0ffb68#rd,1,2019-1-2,0.0,1.0,1.0,1.0,,,,
192,诗穷而后工——唐人生平际遇对诗作成就影响的量化分析,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486053&idx=1&sn=4c69099915895a0d55d7df6b5046f37f&chksm=e8c51ca2dfb295b48dd7a5a3df9fc92c6d2aaa8f2ca6244778ee17a3a355530170b9a83af646#rd,1,2018-12-29,0.0,1.0,1.0,1.0,,,,
193,创新区与新经济的起源关系和动力机制研究 ——基于北京海淀区独角兽企业的价值网络分析,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486052&idx=1&sn=8ffdd3339ec6177ba89cf2805acd9ab5&chksm=e8c51ca3dfb295b53f3a4b3d020cf2d04c46bb0a0668cf08288b24618050bd655b05cefa0a50#rd,1,2018-12-28,0.0,1.0,1.0,1.0,,,,
194,创新社会治理：大数据应用与公共服务供给侧改革,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486046&idx=1&sn=cdd5fac0a5539f86181df9b487b82223&chksm=e8c51c99dfb2958ff6549fc00080787d350ed9e33930c947a34372cf651b8425d69df78d9beb#rd,1,2018-12-27,0.0,1.0,1.0,1.0,,,,
195,网约车市场准入制度建构,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486032&idx=1&sn=0fc922201006d82b447446a99e45fc30&chksm=e8c51c97dfb2958159ffe425354e856f744c69dc2153496a7434549db333e8b342333c098197#rd,1,2018-12-26,0.0,1.0,1.0,1.0,,,,
196,多中心治理：学校组织的公共治理之道,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486011&idx=1&sn=4e1a8771f6fc5045d046d9ad15d6dafa&chksm=e8c51cfcdfb295ea53f5298d125525a1b3d2493fe4c652c25de82c3a0c99a37f6bd5b65a6d6c#rd,1,2018-12-25,0.0,1.0,1.0,1.0,,,,
197,艺术概念史研究与艺术学理论的学科困境,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486005&idx=1&sn=012ed33413e2700e3ccc00608297f414&chksm=e8c51cf2dfb295e4f4e908b52cef3a9c9a91f81c3cbd15910132165237bc5235c8bcbfc78046#rd,1,2018-12-24,0.0,1.0,1.0,1.0,,,,
198,符号的戏讥：网络恶搞的社会表达和文化治理,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247486001&idx=1&sn=ab04eaee73f2dc8106df9da80125592f&chksm=e8c51cf6dfb295e03d789bf2b771cd201a4e2c1475eff519a6f5e781bed9fdb5e5a46cfda011#rd,1,2018-12-21,0.0,1.0,1.0,1.0,,,,
199,文化与旅游何以融合：基于身份认同的视角,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485992&idx=1&sn=3e0da08d016ad68158173f5b9256033e&chksm=e8c51cefdfb295f95aeea4d9e4a3d9624cc0d0cbc1ffffdd428b82964a24156d499889466c79#rd,1,2018-12-20,0.0,1.0,1.0,1.0,,,,
200,新刊速递 | 2018年第12期,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485988&idx=1&sn=2c816d2d6ed80ff4f0a854afba88d050&chksm=e8c51ce3dfb295f5991d022361d571b223e88cef8a5600b7bf52014616e521a6ff3d3f6f6855#rd,1,2018-12-18,0.0,1.0,1.0,1.0,,,,
201,“宣抚”还是控制：后大屠杀时期南京的卫生行政,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485974&idx=1&sn=5676b597c25ee29cc0b699824b5ce05a&chksm=e8c51cd1dfb295c735655010ebe6257a0525349c2c55393a76942f47c09a8059d0bd56ac2be8#rd,1,2018-12-10,0.0,1.0,1.0,1.0,,,,
202,创伤与记忆：“慰安妇”的私密创伤与公共记忆重构,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485967&idx=1&sn=f6fda2fa3cf0d269ec6d97c9a725e4a1&chksm=e8c51cc8dfb295deed5ccc4d496d197c8c57c1d87eadef159201aba9ac7e1fb08200fc7bb528#rd,1,2018-12-7,0.0,1.0,1.0,1.0,,,,
203,从“一念发动处”解王阳明“知行合一” ——兼论“意动”与“动行”的道德动机分殊,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485960&idx=1&sn=fcf9e4785e1afc368a56644e3635bf06&chksm=e8c51ccfdfb295d97a46ba31e000c9c2eeca63498f3a06fc7735f7a40d853ddb8f38f6bcc5cc#rd,1,2018-12-5,0.0,1.0,1.0,1.0,,,,
204,儒家价值体系及其根源性转化,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485956&idx=1&sn=fe174d8aa7b8a87f48a33e6ebd6e3070&chksm=e8c51cc3dfb295d5b1967caeafce1766c8cdae9a653a60303fdd4a07539712125f41de548a9d#rd,1,2018-12-4,0.0,1.0,1.0,1.0,,,,
205,后人类主义对教育的挑战与重塑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485952&idx=1&sn=1366306b90513071acead5f8fc9cc16e&chksm=e8c51cc7dfb295d1d1551988e1cbce98e3a1b46f4a82a55a289c7e4812bfb622a0198be757a5#rd,1,2018-11-29,0.0,1.0,1.0,1.0,,,,
206,区块链技术、数字货币及金融风险——基于现代金融理论的一般性分析,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485948&idx=1&sn=beaf710bd032f0f23b3486fd7275a4d8&chksm=e8c51f3bdfb2962ddb2839a1ee99ceb488ebdaa6763cc373dc03930d21028e0633b2e10e4358#rd,1,2018-11-28,0.0,1.0,1.0,1.0,,,,
207,人工智能时代的人类社会经济价值与分配体系初探,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485941&idx=1&sn=ce46701f6945956ece8cd580822cb2f4&chksm=e8c51f32dfb29624a039cb122e429af3bb462aefd4c56f4ed3a6f37f2e0ef74e4583a6b6d608#rd,1,2018-11-23,0.0,1.0,1.0,1.0,,,,
208,人工智能体可罚性辩疑,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485935&idx=1&sn=087fce207bb5a3af432fcd8d221a8bb3&chksm=e8c51f28dfb2963e19f2fc27b9509e61808c0bad2f19b5be6511420358d91d6b8dec09859afc#rd,1,2018-11-22,0.0,1.0,1.0,1.0,,,,
209,新闻融合的创新困境 ——对中外77个新闻业融合案例研究的再考察,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485934&idx=1&sn=297ddf48f8c73fc4e59ba21305bd568d&chksm=e8c51f29dfb2963fab55cab4df2c6af2b0022449cce083b14d90872b7859672ec865ddf83875#rd,1,2018-11-21,0.0,1.0,1.0,1.0,,,,
210,从个体认同到国家认同：一个社会心理路径,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485933&idx=1&sn=76d5a285c3ccef85afa1251992f4d00a&chksm=e8c51f2adfb2963c8d5fdedd2a289a15e9cd59ec94d1ffe59588c89b7e0c88f0817d9ff3edb4#rd,1,2018-11-20,0.0,1.0,1.0,1.0,,,,
211,历史、景观与主体：乡村振兴视域下的乡村文化空间建构,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485932&idx=1&sn=2fef2b0e8ef45c45343cd4ddf4179d8c&chksm=e8c51f2bdfb2963dfb081642df2a459fe89d164c81b6548a2d52692334307dfb8d9d84472230#rd,1,2018-11-19,0.0,1.0,1.0,1.0,,,,
212,新刊速递 | 2018年第11期,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485911&idx=1&sn=0336a4cc53d11e4511975104f5583273&chksm=e8c51f10dfb29606def43c46b5c913b8d6f7f3163069057dab81c2a164864832da835a6d6334#rd,1,2018-11-16,0.0,1.0,1.0,1.0,,,,
213,视觉修辞研究专题,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485899&idx=1&sn=2efc5cbfdab26308bf90d03791d118d4&chksm=e8c51f0cdfb2961a9e2464f6c18e8204f9aba0303463e80b26c28d64f635dd07bdb2df9ce553#rd,1,2018-11-12,0.0,1.0,1.0,1.0,,,,
214,转喻论：图像指代与视觉修辞分析,http://mp.weixin.qq.com/s?__biz=MzIzNzcxNjM5Mg==&mid=2247485899&idx=2&sn=ddd81b32930cdbf6436650c420a0c245&chksm=e8c51f0cdfb2961acc5782942375687037a1b053b440e2e2bd76a23edb26cef8d6e1678539aa#rd,2,2018-11-12,0.0,1.0,1.0,1.0,,,,
