index,title,link,date,have_chaolianjie,have_cankaolaiyuan,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content_num,contents,contents_countries,content_provinces,post_index,have_newmedia,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
556,【学习贯彻十九大精神】社会福利视角下最优城市规模研究——基于中国地级市数据的分析,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485659&idx=2&sn=3daa39ed8f5f2635750ea76397cefccf&chksm=97ea142fa09d9d39a7e89b223f4200378cf0d3d36c43d05bf6392c08a9b1d5ed38787f1fb56a#rd,2019-7-24,0.0,,1.0,0.0,70.0,0.0,0.0,,,,,2,1.0,,,,
557,【北京发展研究】北京高端金融人才发展环境满意度及其影响因素分析——基于北京市490位高端金融人才的调查数据,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485659&idx=3&sn=e69119f4d0423dc5ec4209403f87940c&chksm=97ea142fa09d9d3927e510e4dbd9e1a60db69cdd5fba100fdbfcbe3d7559e5bbd90e82a2f695#rd,2019-7-24,0.0,,1.0,1.0,42.0,0.0,0.0,,,,,3,1.0,,,,
558,【文学】狸猫换太子两个故事系统的并立与融合,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485659&idx=4&sn=27e4dbd5a9865c4c77fab08f27410b89&chksm=97ea142fa09d9d39b2a7b652c0cf1ba463ad4191d5954f80b1d6a5fc3cd8aad815133d50abd9#rd,2019-7-24,0.0,,1.0,1.0,88.0,0.0,0.0,,,,,4,1.0,,,,
559,【文学】《聊斋志异》本事资料补说,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485659&idx=5&sn=b8a922846c7dbfd80a9cdfbfd8849cab&chksm=97ea142fa09d9d3959605c22b0c55ff29a7d3ff8a085af36df2c049da7442204e7ba507d787f#rd,2019-7-24,0.0,,1.0,1.0,118.0,0.0,0.0,,,,,5,1.0,,,,
560,【历史】“水不润下”与北宋濮议,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485659&idx=6&sn=b9322f3fee4644faf30cb0c9539391ae&chksm=97ea142fa09d9d3980bd9b1e4c19845060d15ee8b2e1bd9e55aec851d27d8d7d9c837b8b6702#rd,2019-7-24,0.0,,1.0,1.0,603.0,4.0,0.0,,,,,6,1.0,,,,
561,2019年第7期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485625&idx=1&sn=b231b57c360eb24ba47f9a53eaa6d8e8&chksm=97ea144da09d9d5bcc6c4be0b3dffdf658075b8a05374043e75498978fa9a307ec690973e0d8#rd,2019-7-12,0.0,,1.0,0.0,1600.0,6.0,0.0,,,,,1,1.0,,,,
562,【对话】谈谈中国文化典籍“走出去”的“门槛”,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485620&idx=1&sn=98527f657b7faa32b42ca722ebfda5ea&chksm=97ea1440a09d9d56da8834a950d402fe4b4061334314a19f1d820f0c884f68780d43fb2fd2c2#rd,2019-6-27,0.0,,1.0,1.0,507.0,2.0,0.0,,,,,1,1.0,,,,
563,【贯彻十九大精神?中国文化走出去】论中国典籍译介之“门槛”——以《淮南子》英译为例,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485620&idx=2&sn=e57be9ee84ebe2e733664a3307a79e77&chksm=97ea1440a09d9d5661f65145bd5710220db0674562034ffaf7a9a55f65edccede9aaeb160d2e#rd,2019-6-27,0.0,,1.0,1.0,311.0,1.0,0.0,,,,,2,1.0,,,,
564,【贯彻十九大精神?中国文化走出去】当代中国佛教音乐的创新与跨文化传播 ——基于红安天台寺的田野研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485620&idx=3&sn=4d18743bddeae19128c416792d75ff83&chksm=97ea1440a09d9d56fab61d5f16ea2ddc14d9af4161cd669d372b92b33188611d149f0b03d2fa#rd,2019-6-27,0.0,,1.0,1.0,513.0,9.0,1.0,,,,,3,1.0,,,,
565,【经济】中国对外直接投资是否存在“生产率悖论”？——证伪“中国威胁论”的一个科学依据,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485620&idx=4&sn=320aa71a25b0539cce61ce28e182a2c1&chksm=97ea1440a09d9d567263c58065aa52d772210f3265d1d40c3f2edfe230b7a346f2848b6c2a04#rd,2019-6-27,0.0,,1.0,1.0,58.0,0.0,0.0,,,,,4,1.0,,,,
566,【经济】“中国式”政策试点结果差异的影响因素研究——基于30个案例的多值定性比较分析,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485620&idx=5&sn=2dc171850451fde3622195de925934ad&chksm=97ea1440a09d9d5620206695bb1c5e31c56f14eb8d93b805999bba1ecc468aaf1083305365bf#rd,2019-6-27,0.0,,1.0,1.0,99.0,0.0,0.0,,,,,5,1.0,,,,
567,【历史】论金梁入馆与《清史稿》版本之争,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485595&idx=1&sn=f85461fff510ab49ec7e273fdbd7b462&chksm=97ea146fa09d9d7999c0803e97f33a72a49af780e09e3ef238220d3783efd3aa7a5637c9ccba#rd,2019-6-21,0.0,,1.0,1.0,183.0,1.0,0.0,,,,,1,1.0,,,,
568,【历史】清季保举、学堂奖励实官纠葛与铨选变迁,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485595&idx=2&sn=bdd86aa2d62b12bf17d697310c2a6ddd&chksm=97ea146fa09d9d79fd095a750528c29e572b3a56187d293804961645ca106f5eaa341ebd0029#rd,2019-6-21,0.0,,1.0,1.0,72.0,0.0,0.0,,,,,2,1.0,,,,
569,【历史】古代士人的阶层想象及其悖论——基于“回煞”俗信的考察,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485595&idx=3&sn=cacf3b62d11e665b3d78bf163ce3dd98&chksm=97ea146fa09d9d7939365387feeab9709f05e895e60bb859d0ac910dd330b1e904fdcc011c35#rd,2019-6-21,0.0,,1.0,1.0,150.0,1.0,0.0,,,,,3,1.0,,,,
570,【历史】古蜀鸟崇拜研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485595&idx=4&sn=b3e7549ec3908e8260785e2f1b612472&chksm=97ea146fa09d9d798300fe22f82ee70c1acb96606a21ae953f939eaf0c4744e4bc5740b49069#rd,2019-6-21,0.0,,1.0,1.0,249.0,4.0,1.0,,,,,4,1.0,,,,
571,【文学】“天人三策”文本顺序考辨——兼论董仲舒贤良对策之年代,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485571&idx=1&sn=20b5c023213ed8e570eb0cbcbdd6dfa2&chksm=97ea1477a09d9d61d76cf396a9caaab5025411ade314df53bf827538eb4f6c2e88b31c337af4#rd,2019-6-12,0.0,,1.0,1.0,185.0,0.0,0.0,,,,,1,1.0,,,,
572,【文学】《韩诗》遗说在日本的保存与传播,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485571&idx=2&sn=996fa1593ce13b52261b47b724c726ef&chksm=97ea1477a09d9d612a2660aadf21207e04abc7d0459b8f98a276012ecdc6b5c0c223a92260fe#rd,2019-6-12,0.0,,1.0,1.0,116.0,1.0,0.0,,,,,2,1.0,,,,
573,【哲学】清华简《虞夏殷周之治》六题,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485571&idx=3&sn=8d312a1db288fa2a715a5dc060a931aa&chksm=97ea1477a09d9d61d1becc9ac396da5d922c050a37563b2d23918f1f0db8feb058f54eeb0d68#rd,2019-6-12,0.0,,1.0,1.0,209.0,1.0,0.0,,,,,3,1.0,,,,
574,【哲学】《理想国》的灵魂划分与理性主体,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485571&idx=4&sn=284f3e743535ee4ed7b85bfe628b41e2&chksm=97ea1477a09d9d61278fb4d4413b9eb8f148f0c210928f30fb013d8de35b11d2fe494fab8c66#rd,2019-6-12,0.0,,1.0,1.0,113.0,0.0,0.0,,,,,4,1.0,,,,
575,2019年第6期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485551&idx=1&sn=92bee81f44c70aa52debc4c36713a9ff&chksm=97ea149ba09d9d8d19faa27f968a5ec360a689f401eef2e301f10eaa6eaf290cc700da0d3f60#rd,2019-6-6,0.0,,1.0,0.0,868.0,2.0,0.0,,,,,1,1.0,,,,
576,【对话】实现一个家庭的城市化需要几代农民的“合力”？,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485539&idx=1&sn=4260e0db78d4e7ac448e0c66b9e7d311&chksm=97ea1497a09d9d815374e08d5afc2e89c7e1c55551633df30e91ff85e3b2f1e24575733269fd#rd,2019-5-29,0.0,,1.0,1.0,171.0,0.0,0.0,,,,,1,1.0,,,,
577,【贯彻十九大精神·城市化问题】“合力式家庭城市化”的过程和影响研究——基于68个第一代农民工家庭的分析,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485539&idx=2&sn=7905bb9273761569ba18ef7fe66625e6&chksm=97ea1497a09d9d81c53c08c35908c4e6dd0975d797bce414166c3efcd51de5be66a4ceb67aa6#rd,2019-5-29,0.0,,1.0,1.0,65.0,0.0,0.0,,,,,2,1.0,,,,
578,【贯彻十九大精神·城市化问题】 代价承担者还是参与获得者？——国家现代化进程中的农民角色再审视,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485539&idx=3&sn=34db35b4e71c4e8390314d91e53dc5e5&chksm=97ea1497a09d9d812ad3a2f229cab1f1656faa64e54b472f4c1c5db88b55aea584e78ea72b9a#rd,2019-5-29,0.0,,1.0,1.0,45.0,0.0,0.0,,,,,3,1.0,,,,
579,【贯彻十九大精神·城市化问题】从木兰秋狝到避暑山庄——康熙年间热河的兴起与区域社会变迁研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485539&idx=4&sn=7582f4ee89601b74491625a4bffc8fa7&chksm=97ea1497a09d9d811118d92b669a0b92a474f145ba60151a3a4eca6ddd853c1deb5d4a459d9c#rd,2019-5-29,0.0,,1.0,1.0,72.0,1.0,0.0,,,,,4,1.0,,,,
580,【文学】必为自家门第：《曾巩集》佛老题文中的儒家本位,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485516&idx=1&sn=7256a3cfe32ddd0b24ab84d3a782abea&chksm=97ea14b8a09d9dae5e77049d1f0eaaf49aaef1f776ecd75a6f500bf723d109273a8a10a7be0a#rd,2019-5-23,0.0,,1.0,1.0,125.0,0.0,0.0,,,,,1,1.0,,,,
581,【文学】《宋书·隐逸传》的隐逸观与陶渊明形象的经典化,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485516&idx=2&sn=51008c4f67cbc65619967ed4d7dee3c0&chksm=97ea14b8a09d9dae8c921634d51027e821e7f0d234ff19839560812c97112995a058f68722df#rd,2019-5-23,0.0,,1.0,1.0,211.0,1.0,0.0,,,,,2,1.0,,,,
582,【文学】宋代“稽古之学”考论及其学术史意义——从陈瓘奏议说开去,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485516&idx=3&sn=3875353df526c7caa5a5476a6fd8394a&chksm=97ea14b8a09d9dae14ff7d6b9f5da287a44d8615e4d22cfccfe458e6289faa5ed45197aa6a79#rd,2019-5-23,0.0,,1.0,1.0,77.0,0.0,0.0,,,,,3,1.0,,,,
583,【历史】唐代法官职业伦理刍议,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485516&idx=4&sn=4c991774d139ddd2e01f28e118a53369&chksm=97ea14b8a09d9daef6e1dca9f3250fd9b5286871963bd2001cb8285c86affa4019847cc6c9ea#rd,2019-5-23,0.0,,1.0,1.0,158.0,1.0,0.0,,,,,4,1.0,,,,
584,【历史】论《周礼》“原蚕”之禁及其建构——以“伤马说”为中心,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485516&idx=5&sn=af25defc6d8b918629e86091abe3fcba&chksm=97ea14b8a09d9dae566a07cff158af87f46400a40e71df6a5cd3d35c137a40bb01eeb9d256c0#rd,2019-5-23,0.0,,1.0,1.0,63.0,0.0,0.0,,,,,5,1.0,,,,
585,【贯彻十九大精神·法治建设】黑社会性质组织“保护伞”的刑法规制检视与调试——以涉黑犯罪与腐败犯罪的一体化治理为中心,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485493&idx=1&sn=a093de52b2311aaec45a9bdb4ed84f86&chksm=97ea14c1a09d9dd70674989452f6a6e47b2e4d7c871ddefcc86aab660811855945c01d711988#rd,2019-5-17,0.0,,1.0,1.0,62.0,1.0,0.0,,,,,1,1.0,,,,
586,【贯彻十九大精神·法治建设】交通事故中“无名氏”死亡赔偿金问题反思,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485493&idx=2&sn=1c0b25e81effbe8265de8d0834e8a89b&chksm=97ea14c1a09d9dd7c827b739252cdec1059bff6135e30399ab588e2340c42b87fba55b3bc405#rd,2019-5-17,0.0,,1.0,1.0,93.0,2.0,0.0,,,,,2,1.0,,,,
587,【教育】“替代”还是“补充”：从影子教育发展审视学校教育质量——基于PISA2015中国四省市数据的分析,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485493&idx=3&sn=c57da78665359c56612295b8e595fc40&chksm=97ea14c1a09d9dd7cf8824e0b28384e22069d31ca21e9d6c1e34a32e283b015b23956377595e#rd,2019-5-17,0.0,,1.0,1.0,67.0,0.0,0.0,,,,,3,1.0,,,,
588,【教育】中国大学教师分类管理制度的反思与改革建议,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485493&idx=4&sn=58e0e96cce41402272ab1de31f742a51&chksm=97ea14c1a09d9dd743d919736d0af5427034586360a207829e28baa9a11c0d8fc84981dfa620#rd,2019-5-17,0.0,,1.0,1.0,166.0,1.0,0.0,,,,,4,1.0,,,,
589,2019年第5期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485467&idx=1&sn=19c6a0b1a80b64f396945240312437ea&chksm=97ea14efa09d9df9c54842ee9e274d886b82b47eb33c33cecec303444064122f73b4a05e6ade#rd,2019-5-8,0.0,,1.0,0.0,1227.0,4.0,0.0,,,,,1,1.0,,,,
590,【对话】提升港人宪法认同，巩固港人国家认同,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=1&sn=3cab7c88c91459d5c0d588a467332581&chksm=97ea14e7a09d9df117b32ba51a4ce1b7a046e727a82fd4780bf455d90035112cf6e741276f64#rd,2019-4-26,0.0,,1.0,1.0,121.0,0.0,0.0,,,,,1,1.0,,,,
591,【贯彻十九大精神·法治建设】全国人大及其常委会针对香港问题实施宪法的实践 ——以33份规范性文件为样本,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=2&sn=62d2f5596960b1f19b572f802347970b&chksm=97ea14e7a09d9df1b36ffcc5186881fccd878566390a64d36563a8db1cbcbb460c6081d84ba4#rd,2019-4-26,0.0,,1.0,1.0,211.0,5.0,0.0,,,,,2,1.0,,,,
592,【贯彻十九大精神·法治建设】贪污罪和受贿罪法定刑并轨制的法治逻辑悖论——基于2017年公布的2097份刑事判决书的法律表达,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=3&sn=f3120c89884191e5e9dad3e9660a773b&chksm=97ea14e7a09d9df1c0be096300a11d8578724af57c8e11c60cb60d569bc6190d4e219e2388d2#rd,2019-4-26,0.0,,1.0,1.0,59.0,0.0,0.0,,,,,3,1.0,,,,
593,【社会】 中等收入者主观认同感与社会态度研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=4&sn=b9bbbe72dec69a26891da438ba67a6e2&chksm=97ea14e7a09d9df15c1efe926356a19b0dd88cd584ae1e43946d09f0f74e4b3d6c45f53831d9#rd,2019-4-26,0.0,,1.0,1.0,107.0,3.0,0.0,,,,,4,1.0,,,,
594,【社会】随迁对农民工家庭儿童认知能力的影响效应研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=5&sn=c8e4285331c739f991017829a760611b&chksm=97ea14e7a09d9df1d39f7d1968096ae4a4f513fa22d23eb47a9588f3360a21030a8e8c62bd68#rd,2019-4-26,0.0,,1.0,1.0,95.0,0.0,0.0,,,,,5,1.0,,,,
595,【民生问题·医改】基于过程的“条块化”医院管理模式,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485459&idx=6&sn=465cf98faf6a360e84c4653d6401967b&chksm=97ea14e7a09d9df1990c4b0ab1eed6870c7fb6b00b0957c745b12b88d68a92cf15fb13435a50#rd,2019-4-26,0.0,,1.0,1.0,51.0,0.0,0.0,,,,,6,1.0,,,,
596,【历史】满汉殊途，近御治国——侍卫系统与清代中枢政治关系初探,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485430&idx=1&sn=a6d50e5dd0b32ca34d4cbf3782fbd13b&chksm=97ea1b02a09d92144b1d81c4860fb94b148795b69246619cda794787054e53f6f5b052ab7b4e#rd,2019-4-18,0.0,,1.0,1.0,212.0,1.0,0.0,,,,,1,1.0,,,,
597,【历史】“隆兴和议”后的宋金“受书仪”之争,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485430&idx=2&sn=24bb5ada8afa8fc4815ccc70537060cf&chksm=97ea1b02a09d92141a77a47fb426d684c2e98930e89dd2052d71088fb33252e7df3660acf4b4#rd,2019-4-18,0.0,,1.0,1.0,149.0,2.0,0.0,,,,,2,1.0,,,,
598,【文学】疾病、空间与主体性——论鲁敏《奔月》的女性逃离叙事,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485430&idx=3&sn=a8d31697895d9baef9fa5ba20eee0085&chksm=97ea1b02a09d9214e0707449c5d8d18edf2fee13cd0913cc92c28a65406a1cb2b3e0e5f56daa#rd,2019-4-18,0.0,,1.0,1.0,151.0,1.0,0.0,,,,,3,1.0,,,,
599,【哲学】康德反对基督教吗？,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485430&idx=4&sn=6951747f604b54432ecced177a61add4&chksm=97ea1b02a09d9214d10363edf84630402ee250b7bc41cbb539c933876e753d29cd54b11a463f#rd,2019-4-18,0.0,,1.0,1.0,150.0,0.0,0.0,,,,,4,1.0,,,,
600,【哲学】真理、爱和善——奥古斯丁论说谎的绝对主义及其道德困境,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485430&idx=5&sn=51407043fdfab13122082ad4a78dd691&chksm=97ea1b02a09d9214faa1cef6cf504caafbd99b808771735a76f5143739d515eefa67dd7a7f61#rd,2019-4-18,0.0,,1.0,1.0,877.0,9.0,0.0,,,,,5,1.0,,,,
601,2019年第4期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485408&idx=1&sn=3e2df0a6b17cfd51c22fd5667997528d&chksm=97ea1b14a09d9202bedbc80ce923e3792ee4202d5f9f360334a1ff7b481989f2edf47242eadc#rd,2019-4-10,0.0,,1.0,0.0,1220.0,6.0,0.0,,,,,1,1.0,,,,
602,【对话】如何看待政府干预下的村民自治,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485402&idx=1&sn=f79437408827db8804e48bce51cb9408&chksm=97ea1b2ea09d92389edacc255a304397d8b8806ef4bf0a79b0fd9f15e49a7bdd48fc38e6660a#rd,2019-3-29,0.0,,1.0,1.0,236.0,1.0,0.0,,,,,1,1.0,,,,
603,【社会】代际责任、通婚圈与农村“天价彩礼”——对农村彩礼机制的理解,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485402&idx=2&sn=d6714bdf3e355633fa3ff345cdad2b74&chksm=97ea1b2ea09d923881119f5f5d839076e058c2048a5621d34a2ef792f3f1ccfad451f5e1062d#rd,2019-3-29,0.0,,1.0,1.0,396.0,2.0,0.0,,,,,2,1.0,,,,
604,【社会】弱选举竞争的形成机制与乡镇干预——基于鄂西Z村的个案考察,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485402&idx=3&sn=36010bc602826b47138c60ffc757c2d6&chksm=97ea1b2ea09d9238e34e3cc3cb6cbfad569053d68139126f015376e08701cc9ca1e358055348#rd,2019-3-29,0.0,,1.0,1.0,80.0,0.0,0.0,,,,,3,1.0,,,,
605,【京津冀一体化】山洪灾害背景下京津冀山区生态安全综合评价研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485402&idx=4&sn=da7b13630003c0b4acb53295d7b95b25&chksm=97ea1b2ea09d9238bf0ce113bd4227683eb04bc0acccb6cb991655c33e23dee6fdbf459864ee#rd,2019-3-29,0.0,,1.0,1.0,53.0,0.0,0.0,,,,,4,1.0,,,,
606,【国际视野】美国系统性种族主义理论综述,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485402&idx=5&sn=dfaf0f550ed170e7088e7f3dab2a1a30&chksm=97ea1b2ea09d9238dbb8d9a124de80d9e8cb38287fbb251244f69003f4ca9c610b35352f0d90#rd,2019-3-29,0.0,,1.0,1.0,102.0,0.0,0.0,,,,,5,1.0,,,,
607,【文化】范式转移时期的国学研究谫论,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485381&idx=1&sn=d15885e45d47a61cb7fb9ae733aaeca4&chksm=97ea1b31a09d922789381f6862f489fbeac69b80ae8a5591d18b95e79fbbd0ca5c647972d5a8#rd,2019-3-22,0.0,,1.0,1.0,160.0,2.0,0.0,,,,,1,1.0,,,,
608,【文化】分裂与聚合：互联网时代的技术身体研究——基于“网红脸”流行的分析,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485381&idx=2&sn=c4fe714f921a40ac154dd6d88264ef00&chksm=97ea1b31a09d9227a521434bec5fde6424c3dbef8899b0406a83011fbbe759129b1b381d78d6#rd,2019-3-22,0.0,,1.0,1.0,176.0,1.0,0.0,,,,,2,1.0,,,,
609,【教育】中国高等教育学高被引博士学位论文规范性评估,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485381&idx=3&sn=73f3e0ad84b44a65f7e6c4a2874df6dc&chksm=97ea1b31a09d9227c8630bdd3405d58b3962f3df98478a72554ed6007916d693a8595dde1abf#rd,2019-3-22,0.0,,1.0,1.0,1194.0,1.0,0.0,,,,,3,1.0,,,,
610,【教育】繁华背后的隐忧：制度、文化与理性人冲击下的 青少年创新教育项目——一项基于扎根理论的探索性研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485381&idx=4&sn=8489a2ffa84010297fd0a5210535f274&chksm=97ea1b31a09d9227a29a9feadb55df79d300ded63e8c901971968990ee4998bcd980dcb22081#rd,2019-3-22,0.0,,1.0,1.0,118.0,0.0,0.0,,,,,4,1.0,,,,
611,【文学】三字脚与五言诗的韵律——以《文选》诗歌卷为考察对象,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485356&idx=1&sn=a1815dad92deeb14e69c00c103d62d6d&chksm=97ea1b58a09d924e4feaeb4a77fc2b8b3c5eb8256ae33e818f78d60dd0994d1fbfcbcbdabd46#rd,2019-3-18,0.0,,1.0,1.0,226.0,3.0,0.0,,,,,1,1.0,,,,
612,【文学】杜甫《一室》诗编年与写作地点新证,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485356&idx=2&sn=6f01399c900e7ad28e73529e34c6a431&chksm=97ea1b58a09d924e09645593ff0f97819252702531e6688769a8cc6d3a22c673180cc46fbade#rd,2019-3-18,0.0,,1.0,1.0,173.0,0.0,0.0,,,,,2,1.0,,,,
613,【文学】为杜甫“晚节渐于诗律细”进一解,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485356&idx=3&sn=f5e8f34f0a18f118a61b79986367da27&chksm=97ea1b58a09d924eab09d99bddf8f4729f9e004a7bd3771de8564454f7d7a6053ce73bade47f#rd,2019-3-18,0.0,,1.0,1.0,239.0,4.0,1.0,,,,,3,1.0,,,,
614,【法律】中国古代土地私有制的存否再辨——以所有权的公、私对抗性差异为主要判断标准,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485356&idx=4&sn=dccac24a9ddc5d87ca75ae1ff3bf637d&chksm=97ea1b58a09d924e21fc29cc9166c1dca693d14ef5d6d760b98961856629e8966e8c0ea33b34#rd,2019-3-18,0.0,,1.0,1.0,141.0,0.0,0.0,,,,,4,1.0,,,,
615,2019年第3期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485335&idx=1&sn=6161b986ad88a412437e1ce586a284a7&chksm=97ea1b63a09d9275e0c5c96e834475029b77c23db8a1d831e6e491e220987fb2d83724391377#rd,2019-3-11,0.0,,1.0,0.0,1159.0,1.0,0.0,,,,,1,1.0,,,,
616,【对话】日本动漫的魅力有多大——从日本动画的死亡审美谈起,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485328&idx=1&sn=43f1142ca9d27ea65e08c40c1c027b6d&chksm=97ea1b64a09d9272e0d79d96afbc08dce6150eab8fa8738fcaaead7976cbe4a02ec158980a34#rd,2019-2-28,0.0,,1.0,1.0,476.0,11.0,0.0,,,,,1,1.0,,,,
617,【文化】趋生之死：日本动画的死亡审美,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485328&idx=2&sn=61d5d6db8581aa40cf71dd462b6ad7c0&chksm=97ea1b64a09d927235986c3ada43169b7e5d045a9389221396a36a949794988fa095b41d435e#rd,2019-2-28,0.0,,1.0,1.0,162.0,1.0,0.0,,,,,2,1.0,,,,
618,【北京研究】北京市职工带薪休假满意度研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485328&idx=3&sn=b7d84e437488d3b221f2f00fa65d777f&chksm=97ea1b64a09d92728a1bd1dadda4812f8e488e6e4a4044f00656ee1a9fe5860a62e6432d98b6#rd,2019-2-28,0.0,,1.0,1.0,76.0,1.0,0.0,,,,,3,1.0,,,,
619,【北京研究】老年群体居住福利不平等研究——以北京为例,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485328&idx=4&sn=ae93ad86c997f77b84aea43e1f77cd32&chksm=97ea1b64a09d9272da90971bf8d1d719ed4ddeb65ae077981f888c7d5b14f44eb36499b97c13#rd,2019-2-28,0.0,,1.0,1.0,55.0,0.0,0.0,,,,,4,1.0,,,,
620,【经济】经济政策不确定性、会计稳健性与公司研发投入,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247485328&idx=5&sn=1979607c57c1efd1589ba42746de6f7e&chksm=97ea1b64a09d9272d32bb404bd4c17342f3cddb0b0886b3c395dbd7c5f6375a4224be49a59b4#rd,2019-2-28,0.0,,1.0,1.0,141.0,1.0,0.0,,,,,5,1.0,,,,
